Unidade;Segmento;Item;Descrição;Modelo;Data Phase out;Substituto direto;Descrição Sust. Dir.;Substituto Indicacao;Descrição Subs. Ind.
Redes;Redes Empresariais;4760065;Switch Gerenciável 24PG + 4PGBIC - SG 2404 PoE Max;SKD;abr/23;4760107;SWITCH GERENCIAVEL 24P + 4P SFP 1000 BASE-X POE S2328G-PA;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760068;SWITCH GERENCIAVEL POE 24P GB+2P SFP SG 2402 HI-POE L2+ SKD;SKD;ago/22;Nao se aplica;Nao se aplica;4760056;Switch Gerenciável PoE 24P Giga + 4P SFP - SG 2404D PoE Max
Redes;Redes Empresariais;4760075;SWITCH NAO GERENCIAVEL 24P FAST SKD SF 2421 POE;SKD;fev/25;4760129;SWITCH NAO GERENCIAVEL FAST ETHERNET HI-POE 24P S1126F-HPA;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760080;SWITCH GERENCIAVEL 24P + 4P SFP S3028G-B;OEM;mai/25;4760101;SWITCH GERENCIAVEL 24P + 4P SFP 10000 BASE-X S3328G-B;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760082;SWITCH NAO GERENCIAVEL 16 PORTAS GB S1016G;SKD;jun/24;4760114;SWITCH NAO GERENCIAVEL 16 PORTAS 1000MBPS S1116G;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760083;SWITCH GERENCIAVEL 24P+2P+4P SFP SKD S2028G-PA;SKD;set/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760084;SWITCH GERENCIAVEL POE 16P GB C/2P ETH +4 SFP S2020G-PA;SKD;set/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760085;SWITCH GERENCIAVEL POE 8P S2010G-PA;SKD;set/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760086;SWITCH GERENCIAVEL POE 24P+4P SFP S2028G-PA 370W;SKD;set/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760087;SWITCH GERENCIAVEL GIGABIT 50PG SKD S2050G-A;SKD;nov/24;4760110;SWITCH GERENCIAVEL 48P + 4P SFP 1000 BASE-X S2352G-A;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760088;SWITCH GERENCIAVEL POE 48P GB + 4P SFD S2052G-PA MAX;SKD;set/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760089;SWITCH NAO GERENCIAVEL 10P S1010F-P;SKD;jun/25;4760125;SWITCH NAO GERENCIAVEL 10 PORTAS 100MBPS S1110F-P;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760090;SWITCH NAO GERENCIAVEL 18 PORTAS-16POE E 2SFP S1018G-PA;SKD;ago/24;4760131;SWITCH NAO GERENCIAVEL POE 20 PORTAS S1120G-PA;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760091;SWITCH NAO GERENCIAVEL 5P GIGABIT C/4P POE S1005G-P;SKD;out/24;4760130;SWITCH NAO GERENCIAVEL POE 5 PORTAS 1000MBPS S1105G-P;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760092;SWITCH NAO GERENCIAVEL 10P GIGABIT C/8P POE 1SFP S1010G-PA;SKD;jul/24;4760120;SWITCH NAO GERENCIAVEL 10 PORTAS 1000MBPS S1110G-PA;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760094;SWITCH GERENCIAVEL 24PG+4PGBIC- SG 2404 POE MAX;OEM;mai/25;4760107;SWITCH GERENCIAVEL 24P + 4P SFP 1000 BASE-X POE S2328G-PA;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760095;SWITCH GERENCIAVEL 48P GB + 4P SFP S2052G-A;SKD;set/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760096;SWITCH NAO GERENCIAVEL FAST ETHERNET POE 24P S1026F-P;SKD;set/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4760097;SWITCH GERENCIAVEL 24P + 4P SFP S3028G-B LITE SKD;SKD;jun/25;4760101;SWITCH GERENCIAVEL 24P + 4P SFP 10000 BASE-X S3328G-B;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4780026;Switch Gerenciável 48PG+ 4PGBIC;OEM;fev/21;4760110;SWITCH GERENCIAVEL 48P + 4P SFP 1000 BASE-X S2352G-A;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4780027;Switch Gerenciável 24PG+ 4PGBIC;OEM;fev/21;4760106;SWITCH GERENCIAVEL 24P + 4P SFP 1000 BASE-X S2328G-A;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4780033;SWITCH GERENCIAVEL POE 24P GIGA + 4P GBIC -SG 2404 POE L2+;OEM;dez/23;Nao se aplica;Nao se aplica;4760021;SWITCH GERENCIAVEL 24P SKD SG2404D POE MAX
Redes;Redes Empresariais;4820302;Conversor Aut AC/DC 24V 500mA - POE 2405 P;Interno;jan/20;4820355;Conversor de Tensão Aut AC/DC 24V 500mA - POE 2405 F;Nao se aplica;Nao se aplica
Redes;Redes Empresariais;4902038;ROTEADOR DIGITAL SEM FIO S/ ANTENA, 5GHz 29dBm - APC 5A REM;OEM;jan/23;Nao se aplica;Nao se aplica;4750103;ROTEADOR DIGITAL S/ FIO 5GHZ E 20DBI - APC 5A-20
Redes;Redes Empresariais;4902062;ROTEADOR DIGITAL SEM FIO, 5GHz E 23dBi - WOM 5A-23 REM;OEM;jan/23;Nao se aplica;Nao se aplica;4750103;ROTEADOR DIGITAL S/ FIO 5GHZ E 20DBI - APC 5A-20
Redes;Redes Fibra Optica;4005004;PLACA DE REDE PCI FAST ETHERNET - PEF132;OEM;ago/16;;;;
Redes;Redes Fibra Optica;4005008;PLACA DE REDE PCI GIGABIT ETHERNET - PEG132B;OEM;mai/16;;;;
Redes;Redes Fibra Optica;4005027;Modulo Gbic GigaMulti0.5KM KGM2105;OEM;set/15;4780017;MODULO CONVERSOR MGBIC GIGA MULTIMODO 550 METROS - KGM 2105;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4005028;Modulo Gbic GigaMono10KM KGS2110;OEM;out/15;4780018;MODULO CONVERSOR MINI-GBIC GIGA MONOMODO 10KM - KGS 2110;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4005029;Conver Midia GigaMulti0.5KM KGM1105;OEM;set/15;4780019;Conversores de Midia Giga Multimodo 550 metros - KGM 1105;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4005030;Conver Midia FastMulti2KM KFM112;OEM;set/15;4780013;Conversores de Midia Fast Multimodo 2KM - KFM 112;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4005031;Conver Midia FastMono20KM KFS1120;OEM;set/15;4780014;Conversores de M�dia Fast Monomodo 20Km - KFS 1120;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4700014;FXI3095 Fonte de ALIMENTAÇÃO chassi;OEM;set/15;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4710005;PLACA DE REDE ETHERNET GIGA PCI - PEG232 EXPRESS;OEM;jan/16;;;;
Redes;Redes Fibra Optica;4750012;Modem �ptico PON LAN 2P WI-FI AC WIFIBER 1200R;OEM;mar/23;4750018;Modem �ptico PON LAN 2P WIFIBER 1200R;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4750018;MODEM OPTICO PON LAN 2P WI-FI AC WIFIBER 1200R;CKD;dez/24;Nao se aplica;Nao se aplica;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4750084;Roteador GPON 2P GE 1P FXS Wifi - ONT121W;SKD;mai/24;Nao se aplica;Nao se aplica;4750091;Modem �ptico PON LAN 2P FXS 1P Wi-Fi AC - WiFiber 121 AC
Redes;Redes Fibra Optica;4750085;Roteador GPON 4P GE 2P FXS Wifi ONT 142N W;SKD;set/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4750086;Roteador Wireless Action RG 1200;SKD;out/22;4750201;ROTEADOR WI-FI W5-1200GS;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4750091;Modem �ptico PON LAN 2P FXS 1P Wi-Fi AC - WiFiber 121 AC;OEM;mai/22;4780160;MODEM OPTICO HG6145D2;4750096;ROTEADOR LAN 2P -WIFIBER 121 AC
Redes;Redes Fibra Optica;4750096;ROTEADOR LAN 2P -WIFIBER 121 AC;SKD;abr/23;4780160;MODEM OPTICO HG6145D2;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4750110;Modem �ptico PON LAN 2P WI-FI AC-WIFIBER 120 AC;SKD;nov/23;Nao se aplica;Nao se aplica;4750018;Modem �ptico PON LAN 2P WIFIBER 1200R
Redes;Redes Fibra Optica;4750120;Modem �ptico PON LAN 2P WI-FI AC WIFIBER 120 AC;OEM;jun/23;Nao se aplica;Nao se aplica;4750018;Modem �ptico PON LAN 2P WI-FI AC WIFIBER 1200R
Redes;Redes Fibra Optica;4780000;CONCENTRADOR DE INTERFACES DE DADOS - OLT8820G;OEM;dez/18;4780155;CONCENTRADOR DE INTERFACE AC AN6001-G16;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780001;CONVERSOR DE MIDIA GIGABIT MONOMODO 15KM KGS 1115;OEM;set/15;4780020;Conversor de M�dia Giga Monomodo 20 Km - KGS 1120;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780002;CONVERSOR DE MIDIA FAST MONOMODO 20KM WDM-KFSD 1120 A;OEM;set/15;4780015;Conversores de Midia Fast WDM Monomodo 20 KM - KFSD 1120 A;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780003;CONVERSOR DE MIDIA FAST MONOMODO 20KM WDM-KFSD 1120 B;OEM;set/15;4780016;Conversores de Midia Fast WDM Monomodo 20 KM - KFSD 1120 B;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780004;CHASSIS PARA CONVERSORES DE MIDIA - KX1400;OEM;set/15;4780021;"Chassi Rack 19"" 14 slots p/ Conversores de M�dia - KX 1400 R";Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780005;ROTEADOR GPON 4P GE 2P FXS - ONT1420G;OEM;jun/18;4780031;ROTEADOR GPON 4P GE 2P FXS WIFI ONT142NW;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780006;ROTEADOR GPON 4P GE 2P FXS WIFI - ONT142NG;OEM;nov/19;4780031;ROTEADOR GPON 4P GE 2P FXS WIFI ONT142NW;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780007;CONVERSOR DE PROTOCOLOS GPON 1P PON 1P LAN - ONU110G;OEM;jul/18;4780062;Modem �ptico PON 1P LAN 1P - ONU R1;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780008;CONVERSOR DE PROTOCOLOS PON 1P OPTICA 1P LAN - ONU 110;Interno;set/20;4780062;Modem �ptico PON 1P LAN 1P - ONU R1;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780022;CONVERSOR DE INTERFACE ETHERNET P/ INTERFACE GPON- KPSD 1120;OEM;jun/18;4780179;MODULO CONVERSOR OPTICO GPON CLASSE C+;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780023;MODULO CONVERSOR XFP 10GBPS MONOMODO 10KM.;OEM;jan/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780024;CONCENTRADOR DE INTERFACES DE DADOS - OLT8820I;Interno;mar/25;4780155;CONCENTRADOR DE INTERFACE AC AN6001-G16;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780031;ROTEADOR GPON 4P GE 2P FXS WIFI ONT142NW;OEM;set/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780032;Conversor de Interface Eth. p/ Interface GPON- KPSD 1120 G;OEM;mai/24;4780179;MODULO CONVERSOR OPTICO GPON CLASSE C+;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780034;Conversor de Protocolos Pon 1P Optica 1P LAN ONU 110B;OEM;dez/20;4780062;Modem �ptico PON 1P LAN 1P - ONU R1;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780040;Modem �ptico PON LAN 4P WIFIBER AX 1800;OEM;mar/24;4780189;MODEM OPTICO HG6145F3;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780045;MODEM OPTICO PON LAN 4P FXS 1P USB 1P WIFIBER AX 1800V;OEM;abr/24;4780075;Modem �ptico PON LAN 4P FXS 1P USB 1P WIFIBER AX 1800V;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780050;Conversor de Interface Eth. P/ Interf. GPON - KPSD 1120 G C+;OEM;ago/24;4780179;MODULO CONVERSOR OPTICO GPON CLASSE C+;4780178;MODULO CONVERSOR OPTICO COMBO GPON/XGS-PON CLASSE C+
Redes;Redes Fibra Optica;4780051;Conversor de Protocolos Pon 1P Optica 1P LAN ONU 110 B;CKD;jul/22;4780062;Modem �ptico PON 1P LAN 1P - ONU R1;4780056;Conversor de Protocolos Pon 1P Optica 1P LAN ONU R1
Redes;Redes Fibra Optica;4780052;Modem �ptico PON LAN 1P - ONU R1;OEM;jul/23;4780062;Modem �ptico PON 1P LAN 1P - ONU R1;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780054;CONCENTRADOR DE INTERFACE DE DADOS -OLT G16;OEM;mar/25;4780155;CONCENTRADOR DE INTERFACE AC AN6001-G16;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780055;Concentrador de Interface DE DADOS OLT G08;OEM;mar/24;4780155;CONCENTRADOR DE INTERFACE AC AN6001-G16;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780056;Conversor de Protocolos Pon 1P Optica 1P LAN ONU R1;CKD;out/22;4780062;Modem �ptico PON 1P LAN 1P - ONU R1;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780063;MODEM OPTICO PON 1P LAN - ONU 110 B;CKD;abr/25;4780062;Modem �ptico PON 1P LAN 1P - ONU R1;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780065;MODEM OPTICO PON LAN 2P FXS 1P WIFI WIFIBER 121 AC;SKD;mar/25;4780160;MODEM OPTICO HG6145D2;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780077;MODEM OPTICO PON LAN 4P WIFIBER AX 1800;SKD;ago/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780084;MODEM OPTICO PON LAN 2P FXS 1P WIFI SEMPRE WIFIBER 121 AC;SKD;mar/24;4780160;MODEM OPTICO HG6145D2;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780086;MODEM OPTICO PON LAN 2P FXS 1P WIFI ULTRAWAVE WIFIBER 121 AC;SKD;mar/24;4780160;MODEM OPTICO HG6145D2;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780087;MODEM OPTICO PON LAN 2P FXS 1P WIFI FIBRASIL WIFIBER 121 AC;SKD;mar/24;4780160;MODEM OPTICO HG6145D2;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780100;MODEM OPTICO PON LAN 4P SEMPRE WIFIBER AX 1800;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780102;MODEM OPTICO PON LAN 4P VEX WIFIBER AX 1800;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780104;MODEM OPTICO PON LAN 2P WI-FI AC MUVNET WIFIBER 1200R;CKD;mar/24;Nao se aplica;Nao se aplica;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780109;MODEM OPTICO PON LAN4P FXS1P USB1P WIFI VEX WIFIBER AX 1800V;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780110;MODEM OPTICO PON LAN 2P WI-FI AC RADAR WIFIBER 1200R;CKD;out/24;Nao se aplica;Nao se aplica;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780114;MODEM OPTICO PON LAN 4P WI-FI AX RADAR WIFIBER AX 1800;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780116;MODEM OPTICO PON LAN 2P WI-FI AC TERABYTE WIFIBER 1200R;CKD;mar/24;Nao se aplica;Nao se aplica;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780118;MODEM OPTICO PON LAN 2P WI-FI AC MALUGAINFOR WIFIBER 1200R;CKD;abr/25;Nao se aplica;Nao se aplica;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780119;MODEM OPTICO PON LAN 4P WI-FI AX DIRECT WIFIBER AX 1800;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780120;MODEM OPTICO PON LAN 2P WI-FI AC RUPI WIFIBER 1200R;CKD;mar/24;Nao se aplica;Nao se aplica;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780121;MODEM OPTICO PON LAN 2P WI-FI AC FRIONLINE WIFIBER 1200R;CKD;mar/24;Nao se aplica;Nao se aplica;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780123;MODEM OPTICO PON LAN 4P WI-FI AX ICONECT WIFIBER AX 1800;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780124;MODEM OPTICO PON LAN 2P FXS 1P WIFI DIRECT WIFIBER 121 AC;SKD;set/24;4780160;MODEM OPTICO HG6145D2;4780160;MODEM OPTICO HG6145D2
Redes;Redes Fibra Optica;4780126;MODEM OPTICO PON LAN 4P FXS 1P USB 1P ULTRA WIFIBER AX 1800V;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780127;MODEM OPTICO PON LAN 4P FXS 1P USB 1P AME WIFIBER AX 1800V;SKD;out/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780128;MODEM OPTICO HG6145D2;OEM;jun/24;4780160;MODEM OPTICO HG6145D2;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780130;MODEM OPTICO HG6145F3;OEM;fev/25;4780189;MODEM OPTICO HG6145F3;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4780145;MODEM OPTICO PON LAN 4P FXS 1P USB 1P ULTRA WIFIBER AX 1800V;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780173;MODEM OPTICO PON LAN 4P WI-FI AX STRATUS WIFIBER AX 1800;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780190;MODEM OPTICO PON LAN 4P WI-FI AX TCM WIFIBER AX 1800;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780191;MODEM OPTICO PON LAN 4P WI-FI AX CONNECT WIFIBER AX 1800;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780200;MODEM OPTICO PON LAN 4P FXS 1P USB 1P RADAR WIFIBER AX 1800V;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4780201;MODEM OPTICO PON LAN 4P FXS1P USB1P STRATUS WIFIBER AX 1800V;SKD;mar/24;4780189;MODEM OPTICO HG6145F3;4780158;MODEM OPTICO HG6145F3
Redes;Redes Fibra Optica;4820054;Conversor AC/DC 12V 8A P OLT G16 - IPS-G16-AC;OEM;mar/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4820055;Conversor DC/DC 12V 8A P OLT G16 - IPS-G16-DC;OEM;mar/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4820056;Conversor AC/DC 12V 6,6A P OLT G08 - IPS-G08-AC;OEM;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Fibra Optica;4820057;Conversor DC/DC 12V 6A P OLT G08 - IPS-G08-DC;OEM;jun/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4002070;ROTEADOR ADSL2+ GKM1200E;OEM;jun/09;4005061;MODEM ADSL 2+ GKM 1220;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4002071;ROTEADOR ADSL2+ GKM1200E BRT;OEM;jun/09;4005061;MODEM ADSL 2+ GKM 1220;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4002085;ROTEADOR WIRELESSADSL2+ GWM1420Q;OEM;jan/11;4005067;ROTEADOR WIRELESS N 150 Mbps ADSL 2+ GWM 2420 N;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005009;ROTEADOR WIRELESS54M - WRG240E;OEM;nov/10;4750036;ROTEADOR WIRELESS IWR 1000N 150Mbps;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005010;ROTEADOR WIRELESS108M - WRS240E;OEM;out/09;4750036;ROTEADOR WIRELESS IWR 1000N 150Mbps;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005011;ADAP WIRELESS USB54M - WBG901;OEM;nov/10;4005044;ADAPTADOR USB WIRELESS WBN900 N150;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005012;ADAP WIRELESS USB108M - WBS901E;OEM;out/10;4005044;ADAPTADOR USB WIRELESS WBN900 N150;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005013;ACCESS POINT WIRELESS 54Mbps WAG200E;OEM;nov/10;4760029;ROTEADOR WIRELESS WIN300 N300;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005014;ACCESS POINT WIRELESS108Mbps WAS200E;OEM;out/09;4760029;ROTEADOR WIRELESS WIN300 N300;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005025;PLACA REDE WIRELESPCI 54Mbps WPG200;OEM;out/12;4710001;PLACA PCI WIRELESS N 150Mbps WPN200;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005026;PLACA REDE WIRELESPCI108Mbps WPS200E;OEM;out/09;4710001;PLACA PCI WIRELESS N 150Mbps WPN200;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005032;ROTEADOR 4 PORTASFAST ETHERNET QOS;OEM;mar/11;4750036;ROTEADOR WIRELESS IWR 1000N 150Mbps;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005035;ROTEADOR WIRELESS 54MBPS WRG140E;OEM;abr/12;4750036;ROTEADOR WIRELESS IWR 1000N 150Mbps;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005036;ROTEADOR WIRELESS WRN340;OEM;set/11;4005059;ROTEADOR WIRELESS 300Mbps WRN342;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005037;ADAPTADOR USBWIRELESS N WBN301;OEM;set/11;4710017;ADAPTADOR USB WIRELESS IWA 3000;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005038;PLACA PCI WIRELESSN WPN300;OEM;mar/12;4005069;PLACA PCI WIRELESSN N 300Mbps WPN 302;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005039;ROTEADOR DIGITAL ADSL 2+ GKM 1210Q;OEM;jun/11;4005061;MODEM ADSL 2+ GKM 1220;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005040;ANTENA OMNI 5DBI2,4Ghz WTO25I;OEM;jan/12;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005042;ROTEADOR WIRELESS3G - WRH211;OEM;out/11;4005054;ROTEADOR WIRELESS 3G - WRH 241;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005043;ROTEADOR WIRELESS N 150Mbps WRN140;OEM;jan/11;4750036;ROTEADOR WIRELESS IWR 1000N 150Mbps;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005044;ADAPTADOR USB WIRELESS WBN900 N150;OEM;mar/18;;;;
Redes;Redes Home Office;4005045;PLACA PCI WIRELESS N 150Mbps WPN200;OEM;abr/12;4710001;PLACA PCI WIRELESS N 150Mbps WPN200;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005047;ROTEADOR DIGITAL ADSL 2+ GKM 1210Q - GVT;OEM;jun/11;4005061;MODEM ADSL 2+ GKM 1220;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005049;ROTEADOR DIGITAL ADSL 2+ GKM 1210Q - Oi VPN VIP;OEM;jun/11;4005061;MODEM ADSL 2+ GKM 1220;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005050;ROTEADOR WIRELESS 2.4GHz WIG240;OEM;mai/12;4760029;ROTEADOR WIRELESS WIN300 N300;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005051;Adaptador USB Wireless de alto ganho WBN 240;OEM;jan/14;4710016;ADAPTADOR USB WIRELESS IWA 3001;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005052;ROTEADOR WIRELESS ADSL 2+ GWM 1420 N;OEM;jun/12;4005067;ROTEADOR WIRELESS N 150 Mbps ADSL 2+ GWM 2420 N;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005053;ROTEADOR WIRELESS N 150Mbps WRN 240;OEM;dez/14;4750036;ROTEADOR WIRELESS IWR 1000N 150Mbps;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005054;ROTEADOR WIRELESS 3G - WRH 241;OEM;mai/13;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005058;ROTEADOR WIRELESS 2.4GHz PCBA - WIG 240 P;OEM;dez/11;4760029;ROTEADOR WIRELESS WIN300 N300;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005059;ROTEADOR WIRELESS 300Mbps WRN342;OEM;dez/14;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005061;MODEM ADSL 2+ GKM 1220;OEM;out/16;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005062;ADAPTADOR USB WIRELESS N WBN 312;OEM;jan/14;4710017;ADAPTADOR USB WIRELESS IWA 3000;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005066;ROTEADOR WIRELESS WIN240 N150;OEM;mar/17;4760029;ROTEADOR WIRELESS WIN300 N300;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005067;ROTEADOR WIRELESS N 150 Mbps ADSL 2+ GWM 2420 N;OEM;mar/16;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4005069;PLACA PCI WIRELESSN N 300Mbps WPN 302;OEM;mai/13;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Redes;Redes Home Office;4710001;PLACA PCI WIRELESS N 150Mbps WPN200;OEM;mai/13;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
